用户ID,省份,性别,年龄,注册日期
129064,辽宁,女,20,2011-3-13
129065,湖北,男,19,2011-3-13
129066,北京,女,23,2011-3-13
129069,湖北,男,24,2011-3-13
129070,黑龙江,男,47,2011-3-13
129074,黑龙江,男,25,2011-3-13
129075,北京,男,19,2011-3-13
129076,辽宁,女,22,2011-3-13
129077,北京,男,37,2011-3-13
129078,陕西,女,22,2011-3-13
129079,河北,女,27,2011-3-13
129081,江西,男,42,2011-3-13
129083,上海,男,21,2011-3-13
129085,北京,男,22,2011-3-13
129086,内蒙古,女,27,2011-3-13
129087,山西,男,25,2011-3-13
129090,海南,男,24,2011-3-13
129091,新疆,女,28,2011-3-13
129092,湖北,女,22,2011-3-13
129093,重庆,男,25,2011-3-13
129094,山东,男,18,2011-3-13
129095,青海,女,37,2011-3-13
129096,宁夏,女,22,2011-3-13
129097,新疆,男,38,2011-3-13
129098,宁夏,男,27,2011-3-13
129100,内蒙古,男,24,2011-3-13
129101,宁夏,男,28,2011-3-13
129102,广东,男,28,2011-3-13
129103,四川,女,38,2011-3-13
129104,四川,男,24,2011-3-13
129107,陕西,女,21,2011-3-13
129108,湖南,男,22,2011-3-13
129110,江苏,男,37,2011-3-13
129111,天津,男,34,2011-3-13
129112,宁夏,女,21,2011-3-13
129113,新疆,女,26,2011-3-13
129114,上海,男,38,2011-3-13
129115,青海,女,28,2011-3-13
129117,湖南,男,31,2011-3-13
129121,河北,男,26,2011-3-13
129122,新疆,男,29,2011-3-13
129123,黑龙江,男,20,2011-3-13
129124,上海,男,32,2011-3-13
129125,湖南,男,18,2011-3-13
129126,辽宁,男,21,2011-3-13
129133,河南,男,37,2011-3-13
129136,宁夏,男,27,2011-3-13
129139,贵州,女,22,2011-3-13
129140,河南,男,44,2011-3-13
129141,北京,男,20,2011-3-13
129142,浙江,女,31,2011-3-13
129145,山西,女,27,2011-3-13
129146,新疆,女,23,2011-3-13
129148,湖北,男,24,2011-3-13
129150,辽宁,男,38,2011-3-13
129151,上海,男,23,2011-3-13
129152,云南,男,21,2011-3-13
129153,海南,男,20,2011-3-13
129155,广西,女,27,2011-3-13
129157,上海,男,37,2011-3-13
129160,北京,女,26,2011-3-13
129161,上海,女,40,2011-3-13
129165,北京,女,28,2011-3-13
129172,河南,男,22,2011-3-13
129173,浙江,女,36,2011-3-13
129175,河北,男,25,2011-3-13
129176,湖南,女,36,2011-3-13
129178,北京,男,27,2011-3-13
129180,海南,男,35,2011-3-13
129181,江西,男,36,2011-3-13
129182,广东,男,44,2011-3-13
129183,安徽,女,22,2011-3-13
129184,重庆,女,43,2011-3-13
129187,黑龙江,男,35,2011-3-13
129191,广东,女,21,2011-3-13
129192,天津,女,26,2011-3-13
129195,山东,男,22,2011-3-13
129196,山西,男,19,2011-3-13
129197,广东,男,46,2011-3-13
129199,四川,女,41,2011-3-13
129200,新疆,女,42,2011-3-13
129203,海南,女,34,2011-3-13
129206,吉林,男,18,2011-3-13
129207,湖南,女,27,2011-3-13
129208,重庆,男,44,2011-3-13
129209,重庆,女,46,2011-3-13
129210,湖南,女,20,2011-3-13
129211,吉林,女,36,2011-3-13
129214,安徽,女,26,2011-3-13
129219,广东,女,19,2011-3-13
129220,浙江,男,31,2011-3-13
129221,青海,男,31,2011-3-13
129222,湖北,男,44,2011-3-13
129223,浙江,女,23,2011-3-13
129224,辽宁,女,21,2011-3-13
129225,河北,女,24,2011-3-13
129226,上海,女,41,2011-3-13
129231,海南,女,20,2011-3-13
129233,宁夏,男,19,2011-3-13
129236,新疆,男,33,2011-3-13
129237,上海,女,32,2011-3-13
129239,海南,男,42,2011-3-13
129240,河北,女,21,2011-3-13
129242,重庆,女,34,2011-3-13
129243,贵州,男,22,2011-3-13
129244,湖北,男,43,2011-3-14
129248,青海,女,41,2011-3-14
129250,辽宁,女,23,2011-3-14
129252,安徽,男,40,2011-3-14
129254,湖南,女,22,2011-3-14
129255,福建,男,20,2011-3-14
129256,重庆,男,27,2011-3-14
129257,浙江,男,21,2011-3-14
129259,广东,女,31,2011-3-14
129261,青海,男,24,2011-3-14
129262,青海,男,21,2011-3-14
129267,宁夏,男,30,2011-3-14
129268,贵州,男,26,2011-3-14
129270,河北,女,27,2011-3-14
129272,宁夏,女,21,2011-3-14
129276,贵州,女,20,2011-3-14
129279,内蒙古,女,25,2011-3-14
129280,山西,女,20,2011-3-14
129281,黑龙江,女,25,2011-3-14
129282,江苏,女,46,2011-3-14
129283,海南,女,44,2011-3-14
129286,福建,女,27,2011-3-14
129290,甘肃,女,22,2011-3-14
129291,甘肃,男,27,2011-3-14
129292,上海,女,25,2011-3-14
129293,安徽,男,27,2011-3-14
129294,辽宁,女,18,2011-3-14
129295,西藏,女,21,2011-3-14
129301,吉林,女,18,2011-3-14
129302,上海,女,27,2011-3-14
129305,云南,女,24,2011-3-14
129306,贵州,女,23,2011-3-14
129307,北京,男,43,2011-3-14
129309,浙江,女,34,2011-3-14
129310,黑龙江,男,31,2011-3-14
129311,广东,男,29,2011-3-14
129313,四川,男,39,2011-3-14
129314,宁夏,男,30,2011-3-14
129315,内蒙古,男,37,2011-3-14
129316,江西,男,22,2011-3-14
129317,陕西,男,33,2011-3-14
129318,重庆,女,18,2011-3-14
129319,海南,女,22,2011-3-14
129320,北京,女,28,2011-3-14
129321,河南,男,22,2011-3-14
129322,海南,男,26,2011-3-14
129323,天津,男,38,2011-3-14
129324,西藏,男,38,2011-3-14
129328,湖南,男,29,2011-3-14
129330,上海,男,22,2011-3-14
129332,海南,男,21,2011-3-14
129334,内蒙古,男,35,2011-3-14
129335,辽宁,男,33,2011-3-14
129336,江苏,女,18,2011-3-14
129337,北京,男,25,2011-3-14
129342,江苏,女,30,2011-3-14
129343,青海,男,24,2011-3-14
129344,天津,男,20,2011-3-14
129346,贵州,男,43,2011-3-14
129347,云南,男,32,2011-3-14
129350,北京,男,23,2011-3-14
129351,新疆,男,26,2011-3-14
129352,江西,男,21,2011-3-14
129355,青海,男,19,2011-3-14
129356,江苏,男,24,2011-3-14
129360,湖南,男,23,2011-3-14
129361,黑龙江,男,23,2011-3-14
129362,湖北,男,27,2011-3-14
129364,湖南,男,21,2011-3-14
129365,山西,男,29,2011-3-14
129366,云南,女,32,2011-3-14
129371,河北,女,39,2011-3-14
129373,上海,男,28,2011-3-14
129375,宁夏,男,46,2011-3-14
129376,广西,女,28,2011-3-14
129377,贵州,男,37,2011-3-14
129378,山西,女,19,2011-3-14
129379,河北,男,41,2011-3-14
129380,河北,男,43,2011-3-14
129381,新疆,男,19,2011-3-14
129383,新疆,男,32,2011-3-14
129384,内蒙古,女,36,2011-3-14
129385,重庆,女,36,2011-3-14
129386,贵州,男,29,2011-3-14
129387,天津,男,26,2011-3-14
129388,湖北,女,18,2011-3-14
129389,吉林,女,23,2011-3-14
129390,云南,女,44,2011-3-14
129391,浙江,女,20,2011-3-14
129392,云南,女,37,2011-3-14
129393,江苏,女,20,2011-3-14
129395,贵州,女,31,2011-3-14
129399,湖北,男,23,2011-3-14
129400,湖南,男,25,2011-3-14
129402,湖南,女,31,2011-3-14
129404,重庆,男,47,2011-3-14
129410,四川,男,26,2011-3-14
129412,广西,女,18,2011-3-14
129413,安徽,男,34,2011-3-14
129414,辽宁,男,24,2011-3-14
129416,天津,女,39,2011-3-14
129418,天津,男,25,2011-3-14
129419,海南,女,45,2011-3-14
129420,江西,女,27,2011-3-14
129421,上海,男,28,2011-3-14
129422,云南,男,18,2011-3-14
129423,西藏,男,25,2011-3-14
129424,贵州,男,22,2011-3-14
129426,安徽,男,46,2011-3-14
129427,河北,男,21,2011-3-14
129429,上海,女,26,2011-3-14
129431,福建,男,19,2011-3-14
129435,山西,女,25,2011-3-14
129436,山东,男,26,2011-3-14
129439,北京,男,22,2011-3-14
129440,上海,女,38,2011-3-14
129441,新疆,女,24,2011-3-14
129442,重庆,男,22,2011-3-14
129444,重庆,女,24,2011-3-14
129446,北京,女,22,2011-3-14
129447,吉林,女,22,2011-3-14
129449,黑龙江,女,26,2011-3-14
129450,湖南,女,19,2011-3-14
129451,四川,女,35,2011-3-14
129452,重庆,男,23,2011-3-14
129455,宁夏,女,28,2011-3-14
129457,重庆,男,29,2011-3-14
129459,天津,女,24,2011-3-14
129461,江苏,男,22,2011-3-14
129462,河南,男,20,2011-3-14
129463,云南,男,40,2011-3-14
129464,甘肃,女,35,2011-3-14
129465,北京,女,22,2011-3-14
129466,青海,男,25,2011-3-14
129468,吉林,男,22,2011-3-14
129469,北京,男,45,2011-3-14
129472,河北,男,19,2011-3-14
129474,浙江,男,18,2011-3-14
129475,黑龙江,男,23,2011-3-14
129477,上海,男,35,2011-3-14
129478,山西,女,34,2011-3-14
129479,山西,男,22,2011-3-14
129480,上海,男,24,2011-3-14
129484,山西,女,24,2011-3-14
129488,江苏,男,18,2011-3-14
129490,上海,男,45,2011-3-14
129491,北京,男,35,2011-3-14
129492,四川,男,24,2011-3-14
129494,广东,男,42,2011-3-14
129495,上海,女,23,2011-3-14
129496,宁夏,男,20,2011-3-14
129498,广东,男,26,2011-3-14
129499,上海,男,38,2011-3-14
129501,北京,女,33,2011-3-14
129503,广东,女,18,2011-3-14
129504,黑龙江,女,40,2011-3-14
129505,四川,男,31,2011-3-14
129508,贵州,男,25,2011-3-14
129511,北京,男,29,2011-3-14
129514,内蒙古,女,23,2011-3-14
129515,新疆,男,32,2011-3-14
129516,北京,女,35,2011-3-14
129517,新疆,女,20,2011-3-14
129518,山东,男,19,2011-3-14
129519,河南,男,33,2011-3-14
129520,天津,女,19,2011-3-14
129521,贵州,男,27,2011-3-14
129523,西藏,女,22,2011-3-14
129526,河北,男,23,2011-3-14
129527,青海,男,23,2011-3-14
129528,广东,男,36,2011-3-14
129530,河南,女,18,2011-3-14
129531,天津,男,22,2011-3-14
129532,青海,女,24,2011-3-14
129533,安徽,男,41,2011-3-14
129542,贵州,男,32,2011-3-14
129543,云南,女,26,2011-3-14
129544,宁夏,女,26,2011-3-14
129550,黑龙江,女,29,2011-3-14
129551,吉林,女,25,2011-3-14
129554,内蒙古,男,25,2011-3-14
129556,湖北,男,46,2011-3-14
129557,青海,女,31,2011-3-14
129558,重庆,女,45,2011-3-14
129560,江西,女,18,2011-3-14
129564,江西,男,46,2011-3-14
129567,甘肃,男,43,2011-3-14
129569,重庆,男,20,2011-3-14
129571,湖北,男,28,2011-3-14
129572,北京,男,25,2011-3-14
129574,河南,女,46,2011-3-14
129576,广东,女,20,2011-3-14
129578,江苏,男,20,2011-3-14
129581,江西,女,38,2011-3-14
129582,山东,女,41,2011-3-14
129583,青海,女,30,2011-3-14
129587,陕西,女,22,2011-3-14
129588,海南,男,22,2011-3-14
129592,海南,女,26,2011-3-14
129593,天津,男,19,2011-3-14
129595,河北,女,31,2011-3-14
129596,新疆,女,39,2011-3-14
129598,天津,女,19,2011-3-14
129599,重庆,女,32,2011-3-14
129604,天津,男,23,2011-3-14
129607,山东,女,36,2011-3-14
129608,上海,男,23,2011-3-14
129609,陕西,男,42,2011-3-14
129610,湖南,男,19,2011-3-14
129612,湖北,女,25,2011-3-14
129613,吉林,男,27,2011-3-14
129616,福建,女,25,2011-3-14
129618,江西,男,24,2011-3-14
129619,山西,男,45,2011-3-14
129620,北京,男,28,2011-3-14
129621,海南,男,43,2011-3-14
129622,青海,男,36,2011-3-14
129623,广东,男,27,2011-3-14
129624,北京,男,22,2011-3-14
129625,天津,女,40,2011-3-14
129626,甘肃,男,20,2011-3-14
129627,青海,女,20,2011-3-14
129628,陕西,男,35,2011-3-14
129629,重庆,女,25,2011-3-14
129631,青海,男,44,2011-3-14
129634,青海,男,30,2011-3-14
129635,江苏,男,32,2011-3-14
129637,山东,男,45,2011-3-14
129638,辽宁,男,27,2011-3-14
129639,湖南,男,30,2011-3-14
129640,河南,男,28,2011-3-14
129641,上海,男,30,2011-3-14
129644,重庆,男,26,2011-3-14
129647,新疆,女,22,2011-3-14
129648,福建,男,21,2011-3-14
129649,湖南,女,27,2011-3-14
129652,福建,男,25,2011-3-14
129654,广东,女,22,2011-3-14
129656,上海,男,20,2011-3-14
129657,河南,女,27,2011-3-14
129658,新疆,女,26,2011-3-14
129659,安徽,男,25,2011-3-14
129660,湖北,女,21,2011-3-14
129661,湖南,女,20,2011-3-14
129662,河南,女,39,2011-3-14
129664,海南,男,40,2011-3-14
129666,重庆,女,25,2011-3-14
129667,青海,男,27,2011-3-14
129669,河南,男,42,2011-3-14
129670,内蒙古,女,36,2011-3-14
129671,河南,男,33,2011-3-14
129673,重庆,男,42,2011-3-14
129674,上海,女,27,2011-3-14
129675,湖南,女,25,2011-3-14
129676,广西,男,47,2011-3-14
129679,浙江,男,44,2011-3-14
129680,江西,女,25,2011-3-14
129682,河南,女,21,2011-3-14
129684,新疆,女,32,2011-3-14
129685,四川,男,26,2011-3-14
129687,北京,女,47,2011-3-14
129690,湖南,女,43,2011-3-14
129693,黑龙江,女,45,2011-3-14
129694,河南,女,31,2011-3-14
129695,湖北,女,31,2011-3-14
129696,江西,男,47,2011-3-14
129697,上海,男,24,2011-3-14
129699,浙江,男,26,2011-3-14
129700,广西,女,31,2011-3-14
129702,河北,男,29,2011-3-14
129703,安徽,女,19,2011-3-15
129704,上海,男,19,2011-3-15
129705,北京,男,28,2011-3-15
129706,河北,女,22,2011-3-15
129708,河北,女,19,2011-3-15
129710,湖北,男,34,2011-3-15
129711,海南,男,41,2011-3-15
129712,浙江,女,22,2011-3-15
129715,湖南,女,41,2011-3-15
129716,北京,女,35,2011-3-15
129717,湖北,男,27,2011-3-15
129718,宁夏,男,24,2011-3-15
129722,甘肃,男,27,2011-3-15
129723,福建,女,24,2011-3-15
129724,上海,女,23,2011-3-15
129725,河北,女,18,2011-3-15
129726,重庆,女,29,2011-3-15
129727,陕西,女,19,2011-3-15
129730,江苏,男,28,2011-3-15
129731,贵州,女,24,2011-3-15
129732,山东,女,36,2011-3-15
129733,吉林,女,24,2011-3-15
129735,黑龙江,男,36,2011-3-15
129736,江西,男,19,2011-3-15
129737,河南,男,18,2011-3-15
129738,黑龙江,男,34,2011-3-15
129739,广西,男,36,2011-3-15
129743,四川,女,21,2011-3-15
129744,上海,女,26,2011-3-15
129745,海南,男,26,2011-3-15
129746,天津,女,37,2011-3-15
129747,青海,男,27,2011-3-15
129748,吉林,男,41,2011-3-15
129752,广东,女,19,2011-3-15
129753,海南,女,39,2011-3-15
129754,新疆,女,25,2011-3-15
129756,青海,女,47,2011-3-15
129757,黑龙江,男,25,2011-3-15
129762,上海,女,21,2011-3-15
129765,吉林,女,27,2011-3-15
129766,山西,男,25,2011-3-15
129768,河北,男,19,2011-3-15
129769,广西,女,28,2011-3-15
129770,西藏,男,30,2011-3-15
129771,西藏,女,44,2011-3-15
129773,黑龙江,女,29,2011-3-15
129775,内蒙古,男,34,2011-3-15
129776,湖南,女,31,2011-3-15
129777,江苏,女,27,2011-3-15
129778,云南,女,41,2011-3-15
129779,江西,女,24,2011-3-15
129781,宁夏,男,25,2011-3-15
129784,湖北,男,32,2011-3-15
129785,广西,男,24,2011-3-15
129788,湖南,男,24,2011-3-15
129790,河北,女,22,2011-3-15
129791,四川,男,46,2011-3-15
129792,上海,女,24,2011-3-15
129793,吉林,男,21,2011-3-15
129795,内蒙古,男,30,2011-3-15
129796,新疆,男,44,2011-3-15
129797,内蒙古,男,24,2011-3-15
129798,青海,女,38,2011-3-15
129799,浙江,男,24,2011-3-15
129800,上海,女,24,2011-3-15
129801,辽宁,男,31,2011-3-15
129803,云南,女,27,2011-3-15
129806,四川,女,44,2011-3-15
129808,甘肃,男,36,2011-3-15
129809,福建,女,27,2011-3-15
129810,海南,男,20,2011-3-15
129811,北京,男,22,2011-3-15
129813,西藏,女,29,2011-3-15
129814,陕西,女,35,2011-3-15
129815,江西,男,43,2011-3-15
129816,吉林,男,39,2011-3-15
129817,江苏,男,21,2011-3-15
129818,贵州,女,18,2011-3-15
129819,四川,女,22,2011-3-15
129820,宁夏,男,24,2011-3-15
129822,山西,男,47,2011-3-15
129826,黑龙江,女,18,2011-3-15
129828,湖北,男,20,2011-3-15
129830,上海,女,44,2011-3-15
129831,广东,女,37,2011-3-15
129834,甘肃,男,23,2011-3-15
129836,辽宁,女,23,2011-3-15
129837,广东,男,39,2011-3-15
129838,河北,女,33,2011-3-15
129839,海南,女,40,2011-3-15
129840,上海,女,34,2011-3-15
129841,甘肃,男,30,2011-3-15
129842,广东,女,37,2011-3-15
129844,四川,男,30,2011-3-15
129847,宁夏,女,26,2011-3-15
129849,北京,男,34,2011-3-15
129851,江苏,男,40,2011-3-15
129853,西藏,女,23,2011-3-15
129855,青海,男,36,2011-3-15
129858,山西,男,26,2011-3-15
129861,湖北,女,31,2011-3-15
129864,安徽,男,31,2011-3-15
129865,上海,男,25,2011-3-15
129867,新疆,女,40,2011-3-15
129869,内蒙古,女,26,2011-3-15
129870,江苏,女,27,2011-3-15
129871,浙江,女,26,2011-3-15
129873,海南,男,30,2011-3-15
129875,安徽,男,26,2011-3-15
129876,陕西,女,46,2011-3-15
129879,山西,男,27,2011-3-15
129880,湖南,女,30,2011-3-15
129882,上海,女,33,2011-3-15
129890,青海,女,18,2011-3-15
129891,内蒙古,男,18,2011-3-15
129892,福建,男,25,2011-3-15
129893,贵州,男,44,2011-3-15
129894,重庆,女,29,2011-3-15
129895,广东,男,38,2011-3-15
129896,北京,男,29,2011-3-15
129898,山西,男,26,2011-3-15
129899,内蒙古,男,20,2011-3-15
129901,重庆,女,38,2011-3-15
129902,湖北,男,19,2011-3-15
129903,甘肃,男,28,2011-3-15
129905,西藏,男,30,2011-3-15
129908,天津,男,20,2011-3-15
129909,上海,男,25,2011-3-15
129910,西藏,女,22,2011-3-15
129912,新疆,男,29,2011-3-15
129913,浙江,男,33,2011-3-15
129914,宁夏,女,42,2011-3-15
129916,上海,女,24,2011-3-15
129917,宁夏,女,27,2011-3-15
129918,黑龙江,女,46,2011-3-15
129919,上海,男,39,2011-3-15
129920,陕西,女,21,2011-3-15
129921,云南,女,23,2011-3-15
129922,福建,女,35,2011-3-15
129923,新疆,女,21,2011-3-15
129925,湖北,女,20,2011-3-15
129932,山西,女,33,2011-3-15
129933,西藏,女,19,2011-3-15
129934,天津,女,22,2011-3-15
129935,湖北,女,26,2011-3-15
129936,福建,女,19,2011-3-15
129938,黑龙江,女,36,2011-3-15
129939,吉林,男,18,2011-3-15
129940,浙江,男,34,2011-3-15
129941,福建,女,22,2011-3-15
129943,浙江,男,23,2011-3-15
129944,安徽,男,26,2011-3-15
129945,贵州,男,20,2011-3-15
129947,江西,男,18,2011-3-15
129948,湖南,男,21,2011-3-15
129949,上海,男,40,2011-3-15
129950,辽宁,男,27,2011-3-15
129951,福建,男,40,2011-3-15
129952,北京,男,28,2011-3-15
129954,广东,女,23,2011-3-15
129955,广西,女,22,2011-3-15
129958,江苏,女,30,2011-3-15
129964,上海,男,35,2011-3-15
129966,安徽,女,20,2011-3-15
129967,广西,女,22,2011-3-15
129968,安徽,男,25,2011-3-15
129969,黑龙江,女,22,2011-3-15
129971,广东,男,32,2011-3-15
129974,云南,男,19,2011-3-15
129975,山东,女,34,2011-3-15
129978,宁夏,女,30,2011-3-15
129981,福建,女,28,2011-3-15
129982,黑龙江,男,36,2011-3-15
129983,山东,男,35,2011-3-15
129984,重庆,男,21,2011-3-15
129985,陕西,女,25,2011-3-15
129986,辽宁,男,38,2011-3-15
129987,内蒙古,女,24,2011-3-15
129988,天津,男,33,2011-3-15
129989,黑龙江,女,34,2011-3-15
129990,浙江,男,22,2011-3-15
129993,天津,女,18,2011-3-15
129994,湖南,男,30,2011-3-15
129995,广东,女,47,2011-3-15
129996,河南,女,36,2011-3-15
130001,宁夏,男,34,2011-3-15
130002,吉林,女,20,2011-3-15
130004,广东,女,42,2011-3-15
130005,云南,女,43,2011-3-15
130006,湖南,男,41,2011-3-15
130010,四川,女,27,2011-3-15
130011,内蒙古,男,26,2011-3-15
130013,内蒙古,女,20,2011-3-15
130015,辽宁,男,31,2011-3-15
130016,江苏,女,29,2011-3-15
130018,辽宁,女,39,2011-3-15
130020,上海,男,19,2011-3-15
130021,河北,女,20,2011-3-15
130023,海南,女,21,2011-3-15
130026,江苏,男,23,2011-3-15
130027,吉林,男,20,2011-3-15
130028,河南,女,24,2011-3-15
130029,宁夏,女,47,2011-3-15
130030,浙江,女,25,2011-3-15
130033,浙江,男,22,2011-3-15
130035,宁夏,男,32,2011-3-15
130037,北京,男,35,2011-3-15
130039,江苏,女,30,2011-3-15
130040,广西,男,32,2011-3-15
130042,宁夏,女,19,2011-3-15
130044,山东,男,46,2011-3-15
130045,贵州,女,41,2011-3-15
130046,河南,男,34,2011-3-15
130047,宁夏,女,45,2011-3-15
130049,贵州,男,33,2011-3-15
130050,安徽,男,34,2011-3-15
130051,四川,男,18,2011-3-15
130054,陕西,女,22,2011-3-15
130056,山东,女,29,2011-3-15
130057,云南,男,25,2011-3-15
130058,吉林,女,41,2011-3-15
130061,四川,女,21,2011-3-15
130062,河南,女,25,2011-3-15
130065,浙江,女,38,2011-3-15
130066,上海,男,23,2011-3-15
130069,重庆,女,33,2011-3-15
130070,广西,男,20,2011-3-15
130071,江西,女,36,2011-3-15
130073,吉林,男,31,2011-3-15
130075,湖北,男,32,2011-3-15
130076,四川,女,29,2011-3-15
130079,河北,女,44,2011-3-15
130081,贵州,女,40,2011-3-15
130082,浙江,女,46,2011-3-15
130085,河南,女,30,2011-3-15
130089,辽宁,男,34,2011-3-15
130090,浙江,女,26,2011-3-15
130091,湖北,男,22,2011-3-15
130092,山东,女,22,2011-3-15
130093,北京,男,44,2011-3-15
130095,上海,男,37,2011-3-15
130096,山西,男,33,2011-3-15
130097,上海,男,42,2011-3-15
130098,江苏,男,25,2011-3-15
130099,上海,女,18,2011-3-15
130100,甘肃,女,31,2011-3-15
130101,新疆,男,43,2011-3-15
130102,上海,女,45,2011-3-15
130104,福建,男,19,2011-3-15
130105,江苏,男,19,2011-3-15
130106,广东,男,24,2011-3-15
130108,重庆,女,26,2011-3-15
130111,河北,男,31,2011-3-15
130112,山东,男,21,2011-3-15
130113,新疆,女,34,2011-3-16
130114,广东,男,33,2011-3-16
130120,山西,女,28,2011-3-16
130123,上海,女,28,2011-3-16
130124,广西,男,45,2011-3-16
130125,天津,女,26,2011-3-16
130128,黑龙江,男,42,2011-3-16
130129,河南,男,23,2011-3-16
130131,河南,男,36,2011-3-16
130132,宁夏,女,20,2011-3-16
130135,上海,男,24,2011-3-16
130136,安徽,男,18,2011-3-16
130137,甘肃,女,27,2011-3-16
130140,上海,女,43,2011-3-16
130144,山西,女,21,2011-3-16
130147,湖南,女,18,2011-3-16
130148,云南,女,34,2011-3-16
130149,宁夏,女,19,2011-3-16
130150,湖南,男,21,2011-3-16
130151,云南,女,22,2011-3-16
130152,广东,女,33,2011-3-16
130153,天津,女,32,2011-3-16
130156,安徽,女,44,2011-3-16
130159,河北,男,46,2011-3-16
130160,河南,女,44,2011-3-16
